error_type,fold,source_file,doi,title,abstract,label,prediction,score,source
False Positive,0,fold_0_roberta-base_BCE_with_title_run-0_opt_neg-500,10.1111/jbi.13996,Latitudinal and environmental patterns of species richness in lizards and snakes across continental North America,"Aim: Little is known about the contributions of individual clades to the broader latitudinal diversity gradients of lizards and snakes in North America. Additionally, the environmental variables underpinning these patterns have not been extensively studied, nor have the relationships between squamate species richness and biome variety, a proxy for habitat heterogeneity. Here, we deconstruct the latitudinal diversity gradient of squamates and investigate lizard and snake species richness in relation to environmental gradients and biomes across continental North America. Location: North America, excluding islands. Taxon: Squamata (lizards and snakes). Methods: We collated a suite of environmental variables (n = 10) and squamate species ranges (n = 1,152) in an equal-area grid system (100 × 100 km cells) spanning continental North America. We deconstructed the latitudinal diversity gradient of squamates and examined species richness patterns for all lizards, all snakes and several individual squamate clades. We used multiple linear regressions to determine which environmental factors are most important for each squamate clade. Finally, we documented species richness within biomes and tested for correlations between species richness and biome variety. Results: Squamates exhibit a strong latitudinal diversity gradient across continental North America. Snakes are more widespread and have a stronger gradient than lizards. Our multiple linear regression results indicate strong associations between species richness and environmental variables for all individual squamate clades analysed; temperature variables are strongly positively correlated with species richness. Biome variety is more strongly correlated with lizard species richness than snake species richness. Squamates are most species-rich in tropical/subtropical forests, deserts and mangroves. Main conclusions: Most snake clades in North America exhibit strong latitudinal diversity gradients, but only two lizard clades, Dactyloidae (anoles) and Gekkota (geckos), display strong gradients and thus drive the overall lizard pattern. Squamate clades differ in their responses to environmental gradients, as reflected by their species richness patterns, with warmer climates generally harboring more species. Lizards are more strongly associated with habitat heterogeneity than snakes are, consistent with results from previous studies. Squamates in more rapidly shifting biomes (e.g. deserts, mangroves) may face a greater risk of extinction from impending climate change. © 2020 John Wiley & Sons Ltd",0,1,0.9855657,negatives
False Positive,0,fold_0_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1086/283308,Sexuality and the Components of Environmental Uncertainty: Clues from Geographic Parthenogenesis in Terrestrial Animals,,0,1,0.9891416,openalex
False Positive,0,fold_0_roberta-base_BCE_with_title_run-0_opt_neg-500,10.1111/j.1366-9516.2004.00121.x,Plant invasions in Taiwan: Insights from the flora of casual and naturalized alien species,"Data on floristic status, biological attributes, chronology and distribution of naturalized species have been shown to be a very powerful tool for discerning the patterns of plant invasions and species invasiveness. We analysed the newly compiled list of casual and naturalized plant species in Taiwan (probably the only complete data set of this kind in East Asia) and found that Taiwan is relatively lightly invaded with only 8% of the flora being casual or naturalized. Moreover, the index of casual and naturalized species per log area is also moderate, in striking contrast with many other island floras where contributions of naturalized species are much higher. Casual and naturalized species have accumulated steadily and almost linearly over the past decades. Fabaceae, Asteraceae, and Poaceae are the families with the most species. However, Amaranthaceae, Convolvulaceae, and Onagraceae have the largest ratios of casual and naturalized species to their global numbers. Ipomoea, Solanum and Crotalaria have the highest numbers of casual and naturalized species. About 60% of all genera with exotic species are new to Taiwan. Perennial herbs represent one third of the casual and naturalized flora, followed by annual herbs. About 60% of exotic species were probably introduced unintentionally onto the island; many species imported intentionally have ornamental, medicinal, or forage values. The field status of 50% of these species is unknown, but ornamentals represent noticeable proportions of naturalized species, while forage species represent a relatively larger proportion of casual species. Species introduced for medicinal purposes seem to be less invasive. Most of the casual and naturalized species of Taiwan originated from the Tropical Americas, followed by Asia and Europe.",0,1,0.9962204,negatives
False Positive,0,fold_0_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1016/s0024-2829(95)80010-7,Exposure and Nutrients As Delimiters of Lichen Communities in Continental Antarctica,,0,1,0.95662016,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.7717/peerj.1328,"Replacement of native by non-native animal communities assisted by human introduction and management on Isla Victoria, Nahuel Huapi National Park","One of the possible consequences of biological invasions is the decrease of native species abundances or their replacement by non-native species. In Andean Patagonia, southern Argentina and Chile, many non-native animals have been introduced and are currently spreading. On Isla Victoria, Nahuel Huapi National Park, many non-native vertebrates were introduced ca. 1937. Records indicate that several native vertebrates were present before these species were introduced. We hypothesize that seven decades after the introduction of non-native species and without appropriate management to maintain native diversity, non-native vertebrates have displaced native species (given the known invasiveness and impacts of some of the introduced species). We conducted direct censuses in linear transects 500 m long (n = 10) in parallel with camera-trapping (1,253 camera-days) surveys in two regions of the island with different levels of disturbance: high (n = 4) and low (n = 6) to study the community of terrestrial mammals and birds and the relative abundances of native and non-native species. Results show that currently non-native species are dominant across all environments; 60.4% of census records and 99.7% of camera trapping records are of non-native animals. We detected no native large mammals; the assemblage of large vertebrates consisted of five non-native mammals and one non-native bird. Native species detected were one small mammal and one small bird. Species with the highest trapping rate were red and fallow deer, wild boar, silver pheasant (all four species are non-native) and chucao (a native bird). These results suggest that native species are being displaced by non-natives and are currently in very low numbers.",0,1,0.99170166,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1111/j.1365-2427.2007.01897.x,The linkage between riparian predators and aquatic insects across a stream‐resource spectrum,,0,1,0.9922361,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1002/tax.595003,Ecology of plant speciation,,0,1,0.9943012,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1080/0269249x.2022.2043448,Diversity of the genus<i>Orthoseira</i>Thwaites (Bacillariophyceae) from Southeast Asia and Rapa Nui Island with descriptions of four new taxa,,0,1,0.9955623,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.18564/jasss.2389,Modelling Tourism in the Galapagos Islands: An Agent-Based Model Approach,"Currently tourism is the main driver of change in the Galapagos Islands, affecting the social, terrestrial, and marine sub-systems. Tourism also has direct and indirect consequences for the unique archipelago's natural habitats and for the human well-being. Describing the mechanisms that drive and affect most the tourism development in Galapagos is a preliminary condition to developing a better understanding of the interaction structure of factors that shape the Galapagos archipelago as a social-ecological complex system. In this paper, we present a first attempt to represent the touristic market in Galapagos trough an Agent Based Model (ABM) of touristic activity, focusing on touristic offers, reservations, and touristic activities. The model is based on an individual-based representation of tourists' consumption preferences and touristic accommodation offers in the Galapagos Islands. Tourist agents are created to mimic the real world by assigning average characteristics of individuals who visit the Galapagos Archipelago of Ecuador. The accommodation offers (i.e., hotels and cruises) are generated in accordance with actual conditions derived from data collected through field surveys. The model includes a market agent that can change the prices, create and delete accommodation offers following an evolutionary algorithm. We carried out preliminary simulations that show a close agreement between real world data and model outputs. Furthermore we used the model to generate three 'what if' scenarios in order to study how emergent patterns in the touristic market in Galapagos are affected by changes in the archipelago environment. In this way we illustrate how the model can be used as a useful tool to help public policy makers to explore the consequences of their decisions.",0,1,0.99495476,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.5070/v418110136,"Conservation implications of feral pigs in island and mainland ecosystems, and a case study of feral pig expansion in California","Feral pigs (Sus scrofa) are an exotic ungulate which have been widely introduced worldwide with multiple ecosystem and economic consequences. The author conducted a semi-comprehensive literature review directed at identifying the current state of knowledge related to the effects of feral pigs on island and mainland plant and animal communities. Also, the author describes the situation in California where feral pigs that were introduced in the late 1700s are now widespread due to hunting-related introductions and natural range extensions. Feral pigs on predator-free oceanic islands are a serious conservation problem because they attain high densities and have contributed to near-extinctions and extinctions of multiple endemic plants and vertebrates. In mainland ecosystems, however, feral pigs can have both positive and negative effects depending on the local circumstances. Rooting, for example, can have both positive and negative effects on growth and survival of some trees, soils and soil processes, and the distribution of native and exotic grasses. In general, however, the negative effects of rooting by feral pigs are amplified when population densities are high. Feral pigs may compete with native species for limited resources, but there are limited data relevant to this hypothesis. Based on observations of small amounts of animal matter in their diets, feral pigs eat terrestrial vertebrates and eggs of ground nesting birds, but the importance of predation by feral pigs on native vertebrates is poorly known. Feral pigs also may have important indirect effects in mainland ecosystems by providing a new prey base for native predators which may then increase. In areas of Europe with extant wolf (Canis lupus) populations, wild boar (Sus scrofa) are an important prey species which may be facilitating numerical and geographic recoveries of wolves. Because wild boar are important prey for endangered Amur tigers (Panthera tigris), they are considered important for recovering tiger populations. In Australia, feral pigs are potentially important prey for dingoes (Canis familiaris dingo); whereas, in the United States, endangered Florida panthers (Felis concolor coryi) consumed 23% to 59% feral pigs, and mountain lions (Felis concolor) in Texas and California consumed 5% to 38% feral pigs. Research needs for feral pigs include quantitatively assessing: 1) how acorn foraging by feral pigs limits or influences regeneration of oaks (Quercus sp.); 2) the competitive effects of feral pigs on native species; 3) whether direct predation by feral pigs suppresses small vertebrate populations; and 4) how the availability of feral pigs as prey influences native predator populations.",0,1,0.99314207,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.11646/zootaxa.4895.1.1,Checklist of ciliates (Alveolata: Ciliophora) that inhabit in bromeliads from the Neotropical Region,,0,1,0.9903565,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1016/j.jhazmat.2024.134938,"Factors influencing the distribution, risk, and transport of microplastics and heavy metals for wildlife and habitats in “island” landscapes: From source to sink","Microplastics (MPs) and heavy metals (HMs) are important pollutants in terrestrial ecosystems. In particular, the ""island"" landscape's weak resistance makes it vulnerable to pollution. However, there is a lack of research on MPs and HMs in island landscapes. Therefore, we used Helan Mountain as the research area. Assess the concentrations, spatial distribution, ecological risks, sources, and transport of MPs and HMs in the soil and blue sheep (Pseudois nayaur) feces. Variations in geographical distribution showed a connection between human activity and pollutants. Risk assessment indicated soil and wildlife were influenced by long-term pollutant polarization and multi-element inclusion (I",0,1,0.9941051,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.2216/09-27.1,New and interesting species of the genus<i>Muelleria</i>(Bacillariophyta) from the Antarctic region and South Africa,"Van de Vijver B., Mataloni G., Stanish L. and Spaulding S.A. 2010. New and interesting species of the genus Muelleria (Bacillariophyta) from the Antarctic region and South Africa. Phycologia 49: 22–41. DOI: 10.2216/09-27.1During a survey of the terrestrial diatom flora of some sub-Antarctic islands in the southern Indian and Atlantic Oceans and of the Antarctic continent, more than 15 taxa belonging to the genus Muelleria were observed. Nine of these taxa are described as new species using light and scanning electron microscopy. Comments are made on their systematic position and how they are distinguished from other species in the genus. Additionally, two previously unrecognized taxa within the genus were discovered in samples from South Africa. One of these, Muelleria taylorii Van de Vijver & Cocquyt sp. nov., is new to science; the other, Muelleria vandermerwei (Cholnoky) Van de Vijver & Cocquyt nov. comb., had been included in the genus Diploneis. The large number of new Muelleria taxa on the (sub)-Antarctic locations is not surprising. Species in Muelleria occur rarely in collections; in many habitats, it is unusual to find more than 1–2 valves in any slide preparation. As a result, records are scarce. The practice of ""force-fitting"" (shoehorning) specimens into descriptions from common taxonomic keys (and species drift) results in European species, such as M. gibbula and M. linearis, being applied to Antarctic forms in ecological studies. Finally, the typical terrestrial habitats of soils, mosses and ephemeral water bodies of most of these taxa have been poorly studied in the past.",0,1,0.9921475,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.2307/2387860,"Beetles, Beach Drift, and Island Biogeography",,0,1,0.9946655,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1139/z82-334,Enchytraeidae (Oligochaeta) from taiga and tundra habitats of northeastern U.S.S.R.,,0,1,0.9849556,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1002/aqc.999,Ecological effects of major injuries in diamondback terrapins: implications for conservation and management,,0,1,0.9428455,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.1371/journal.pone.0189431,"Influences of micro-geomorphology on the stoichiometry of C, N and P in Chenier Island soils and plants in the Yellow River Delta, China","Studies have indicated that consistent or well-constrained (relatively low variability) carbon:nitrogen:phosphorus (C:N:P) ratios exist in large-scale ecosystems, including both marine and terrestrial ecosystems. Little is known about the C, N and P stoichiometric ratios that exist in the soils and plants of Chenier Island in the Yellow River Delta (YRD). We examined the distribution patterns and relationships of C, N and P stoichiometry in the soils and plants of Chenier Island, as well as the potential influences of the island's micro-geomorphology. Based on a study of four soil profile categories and Phragmites australis and Suaeda heteroptera plant tissues, our results showed that micro-geomorphology could leave a distinct imprint on the soil and plant elemental stoichiometry of Chenier Island; significant variation in the atomic C:N:P ratios (RCNP) existed in soils and plants, indicating that the RCNP values in both the soil and plants are not well constrained at the Chenier Island scale. RCN and RCP in Chenier Island soils were high, whereas the RNP values were comparatively low, indicating that the ecosystems of Chenier Island are nutrient-limited by N and P. However, the RNP values in P. australis and S. heteroptera plant tissues were high, suggesting that the plants of Chenier Island are nutrient-limited by P. Finally, we suggest that soil and plant N:P ratios may be good indicators of the soil and plant nutrient status during soil development and plant growth, which could be a useful reference for restoring the degraded soils of Chenier Island.",0,1,0.99128526,openalex
False Positive,1,fold_1_roberta-base_BCE_with_title_run-0_opt_neg-500,https://doi.org/10.3390/batteries10080295,Life Cycle Assessment and Costing of Large-Scale Battery Energy Storage Integration in Lombok’s Power Grid,"One of the main challenges of Lombok Island, Indonesia, is the significant disparity between peak load and base load, reaching 100 MW during peak hours, which is substantial considering the island’s specific energy dynamics. Battery energy storage systems provide power during peak times, alleviating grid stress and reducing the necessity for grid upgrades. By 2030, one of the proposed capacity development scenarios on the island involves deploying large-scale lithium-ion batteries to better manage the integration of solar generation. This paper focuses on the life cycle assessment and life cycle costing of a lithium iron phosphate large-scale battery energy storage system in Lombok to evaluate the environmental and economic impacts of this battery development scenario. This analysis considers a cradle-to-grave model and defines 10 environmental and 4 economic midpoint indicators to assess the impact of battery energy storage system integration with Lombok’s grid across manufacturing, operation, and recycling processes. From a life cycle assessment perspective, the operation subsystem contributes most significantly to global warming, while battery manufacturing is responsible for acidification, photochemical ozone formation, human toxicity, and impacts on marine and terrestrial ecosystems. Recycling processes notably affect freshwater due to their release of 4.69 × 10−4 kg of lithium. The life cycle costing results indicate that over 85% of total costs are associated with annualized capital costs at a 5% discount rate. The levelized cost of lithium iron phosphate batteries for Lombok is approximately 0.0066, demonstrating that lithium-ion batteries are an economically viable option for Lombok’s 2030 capacity development scenario. A sensitivity analysis of input data and electricity price fluctuations confirms the reliability of our results within a 20% margin of error. Moreover, increasing electricity prices for battery energy storage systems in Lombok can reduce the payback period to 3.5 years.",0,1,0.9944733,openalex
